freq,psd_x,psd_y,psd_z,psd_xyz
73.8,8.825e+05,1.275e+03,4.108e+03,8.879e+05
75.3,1.042e+06,1.393e+03,5.006e+03,1.049e+06
76.8,1.284e+06,1.785e+03,6.200e+03,1.292e+06
78.3,1.621e+06,2.264e+03,8.065e+03,1.631e+06
79.8,2.006e+06,2.626e+03,9.972e+03,2.018e+06
81.3,2.542e+06,3.061e+03,1.324e+04,2.558e+06
82.8,3.429e+06,4.409e+03,1.996e+04,3.453e+06
84.3,4.905e+06,6.994e+03,3.302e+04,4.945e+06
85.8,8.243e+06,1.420e+04,6.542e+04,8.323e+06
87.3,1.653e+07,2.819e+04,1.500e+05,1.671e+07
88.8,3.222e+07,4.709e+04,3.254e+05,3.259e+07
90.3,5.020e+07,6.102e+04,5.879e+05,5.085e+07
91.8,5.695e+07,7.311e+04,7.881e+05,5.781e+07
93.3,4.892e+07,9.379e+04,8.076e+05,4.982e+07
94.8,3.620e+07,1.119e+05,7.109e+05,3.703e+07
96.3,2.675e+07,1.227e+05,6.126e+05,2.748e+07
97.8,2.068e+07,1.154e+05,5.324e+05,2.133e+07
99.3,1.604e+07,1.067e+05,4.643e+05,1.662e+07
100.8,1.241e+07,1.019e+05,4.045e+05,1.291e+07
102.4,9.725e+06,9.598e+04,3.582e+05,1.018e+07
103.9,8.000e+06,9.149e+04,3.355e+05,8.427e+06
105.4,6.597e+06,8.555e+04,3.111e+05,6.994e+06
106.9,5.502e+06,8.063e+04,2.897e+05,5.872e+06
108.4,4.550e+06,7.479e+04,2.668e+05,4.892e+06
109.9,3.812e+06,7.250e+04,2.543e+05,4.139e+06
111.4,3.158e+06,7.047e+04,2.457e+05,3.475e+06
112.9,2.602e+06,6.935e+04,2.397e+05,2.911e+06
114.4,2.190e+06,7.482e+04,2.466e+05,2.512e+06
115.9,1.745e+06,8.579e+04,2.616e+05,2.092e+06
117.4,1.327e+06,1.075e+05,3.002e+05,1.735e+06
118.9,1.097e+06,1.503e+05,4.032e+05,1.650e+06
120.4,9.686e+05,2.252e+05,5.924e+05,1.786e+06
121.9,8.266e+05,3.085e+05,7.893e+05,1.924e+06
123.4,6.704e+05,3.273e+05,8.104e+05,1.808e+06
124.9,5.670e+05,2.603e+05,6.084e+05,1.436e+06
126.4,5.031e+05,1.872e+05,3.729e+05,1.063e+06
127.9,4.815e+05,1.644e+05,2.356e+05,8.815e+05
129.4,4.631e+05,1.699e+05,1.585e+05,7.915e+05
131.0,4.499e+05,2.073e+05,1.244e+05,7.817e+05
132.5,3.249e+05,1.857e+05,8.547e+04,5.961e+05
134.0,6.776e+04,3.869e+04,1.672e+04,1.232e+05
135.5,1.333e+04,2.788e+03,1.298e+03,1.742e+04
137.0,1.808e+04,5.096e+03,1.989e+03,2.516e+04
138.5,2.189e+04,7.753e+03,2.516e+03,3.216e+04
140.0,1.510e+04,5.155e+03,1.449e+03,2.171e+04
141.5,9.521e+03,2.262e+03,5.913e+02,1.237e+04
143.0,9.859e+03,1.746e+03,4.766e+02,1.208e+04
144.5,9.633e+03,1.493e+03,4.285e+02,1.155e+04
146.0,1.059e+04,1.475e+03,4.070e+02,1.247e+04
147.5,9.755e+03,1.439e+03,4.312e+02,1.163e+04
149.0,9.885e+03,1.630e+03,5.103e+02,1.202e+04
150.5,8.360e+03,1.936e+03,5.538e+02,1.085e+04
152.0,7.561e+03,2.106e+03,5.425e+02,1.021e+04
153.5,6.841e+03,1.892e+03,5.524e+02,9.285e+03
155.0,6.613e+03,1.892e+03,5.920e+02,9.097e+03
156.5,6.843e+03,2.054e+03,5.862e+02,9.484e+03
158.0,7.545e+03,2.487e+03,5.783e+02,1.061e+04
159.6,7.632e+03,3.106e+03,5.883e+02,1.133e+04
161.1,7.880e+03,3.809e+03,6.154e+02,1.230e+04
162.6,7.923e+03,4.699e+03,6.630e+02,1.329e+04
164.1,7.533e+03,4.865e+03,7.118e+02,1.311e+04
165.6,6.331e+03,4.124e+03,7.634e+02,1.122e+04
167.1,6.214e+03,3.805e+03,7.661e+02,1.079e+04
168.6,6.703e+03,3.669e+03,7.180e+02,1.109e+04
170.1,7.544e+03,3.750e+03,6.826e+02,1.198e+04
171.6,9.656e+03,4.152e+03,6.586e+02,1.447e+04
173.1,1.646e+04,6.271e+03,7.445e+02,2.348e+04
174.6,2.449e+04,8.617e+03,7.403e+02,3.385e+04
176.1,2.758e+04,1.070e+04,9.807e+02,3.927e+04
177.6,2.849e+04,1.404e+04,2.064e+03,4.459e+04
179.1,2.779e+04,1.615e+04,4.400e+03,4.834e+04
180.6,2.316e+04,1.776e+04,7.728e+03,4.865e+04
182.1,2.604e+04,1.594e+04,9.163e+03,5.115e+04
183.6,2.615e+04,1.286e+04,8.763e+03,4.777e+04
185.1,2.473e+04,1.032e+04,6.881e+03,4.193e+04
186.6,2.567e+04,9.900e+03,4.490e+03,4.006e+04
188.2,2.505e+04,7.051e+03,2.820e+03,3.492e+04
189.7,2.220e+04,4.265e+03,1.706e+03,2.818e+04
191.2,1.872e+04,2.850e+03,1.083e+03,2.265e+04
192.7,1.747e+04,2.202e+03,9.900e+02,2.066e+04
194.2,1.834e+04,2.182e+03,5.459e+02,2.107e+04
195.7,1.660e+04,1.742e+03,3.500e+02,1.869e+04
197.2,1.501e+04,1.424e+03,2.941e+02,1.672e+04
198.7,1.473e+04,1.454e+03,3.013e+02,1.648e+04
