freq,psd_x,psd_y,psd_z,psd_xyz
69.4,4.946e+02,3.395e+05,2.641e+02,3.402e+05
70.9,7.239e+02,3.653e+05,3.706e+02,3.664e+05
72.5,9.148e+02,3.972e+05,5.719e+02,3.987e+05
74.0,9.978e+02,4.497e+05,7.935e+02,4.515e+05
75.5,1.164e+03,5.393e+05,1.264e+03,5.417e+05
77.0,1.432e+03,6.564e+05,1.738e+03,6.595e+05
78.5,1.691e+03,8.379e+05,2.052e+03,8.416e+05
80.0,2.012e+03,1.072e+06,2.339e+03,1.077e+06
81.5,2.544e+03,1.406e+06,2.768e+03,1.411e+06
83.0,3.849e+03,1.923e+06,3.636e+03,1.930e+06
84.5,6.370e+03,2.864e+06,5.281e+03,2.875e+06
86.0,1.148e+04,4.928e+06,8.416e+03,4.948e+06
87.6,1.655e+04,7.592e+06,1.296e+04,7.622e+06
89.1,1.617e+04,8.187e+06,1.644e+04,8.220e+06
90.6,1.296e+04,7.126e+06,1.905e+04,7.158e+06
92.1,8.659e+03,5.796e+06,2.140e+04,5.826e+06
93.6,4.945e+03,4.446e+06,2.299e+04,4.474e+06
95.1,2.689e+03,3.434e+06,2.447e+04,3.461e+06
96.6,1.480e+03,2.765e+06,2.583e+04,2.792e+06
98.1,6.771e+02,2.267e+06,2.713e+04,2.295e+06
99.6,3.512e+02,1.953e+06,3.002e+04,1.984e+06
101.1,1.919e+02,1.602e+06,3.049e+04,1.633e+06
102.7,1.713e+02,1.325e+06,3.079e+04,1.356e+06
104.2,2.371e+02,1.140e+06,3.167e+04,1.172e+06
105.7,3.651e+02,9.457e+05,3.054e+04,9.766e+05
107.2,4.342e+02,7.727e+05,2.822e+04,8.014e+05
108.7,5.331e+02,6.236e+05,2.440e+04,6.485e+05
110.2,6.194e+02,5.372e+05,2.198e+04,5.598e+05
111.7,6.881e+02,4.986e+05,2.083e+04,5.201e+05
113.2,7.734e+02,4.770e+05,1.994e+04,4.978e+05
114.7,8.972e+02,4.704e+05,1.943e+04,4.907e+05
116.2,1.059e+03,4.694e+05,1.957e+04,4.901e+05
117.7,1.260e+03,4.807e+05,1.984e+04,5.018e+05
119.3,1.421e+03,5.094e+05,2.112e+04,5.319e+05
120.8,1.526e+03,5.291e+05,2.262e+04,5.532e+05
122.3,1.383e+03,5.426e+05,2.204e+04,5.660e+05
123.8,1.066e+03,5.410e+05,1.740e+04,5.595e+05
125.3,9.165e+02,5.246e+05,1.136e+04,5.369e+05
126.8,1.331e+03,4.998e+05,6.790e+03,5.080e+05
128.3,2.430e+03,4.816e+05,4.321e+03,4.884e+05
129.8,3.837e+03,4.668e+05,4.078e+03,4.747e+05
131.3,5.311e+03,4.422e+05,5.868e+03,4.534e+05
132.8,3.896e+03,2.570e+05,4.678e+03,2.656e+05
134.4,6.724e+02,3.237e+04,9.457e+02,3.399e+04
135.9,2.720e+02,6.821e+03,3.937e+02,7.486e+03
137.4,3.256e+02,7.358e+03,3.716e+02,8.055e+03
138.9,3.962e+02,7.243e+03,3.287e+02,7.968e+03
140.4,4.753e+02,6.504e+03,3.020e+02,7.282e+03
141.9,6.565e+02,5.948e+03,3.676e+02,6.972e+03
143.4,8.925e+02,5.789e+03,4.617e+02,7.144e+03
144.9,1.216e+03,5.984e+03,5.932e+02,7.793e+03
146.4,1.678e+03,6.745e+03,8.530e+02,9.276e+03
147.9,2.106e+03,8.113e+03,1.106e+03,1.132e+04
149.4,3.017e+03,1.063e+04,1.711e+03,1.536e+04
151.0,4.376e+03,1.490e+04,2.662e+03,2.194e+04
152.5,6.939e+03,2.366e+04,4.228e+03,3.483e+04
154.0,1.034e+04,3.827e+04,6.264e+03,5.487e+04
155.5,1.485e+04,5.927e+04,8.894e+03,8.302e+04
157.0,1.866e+04,7.894e+04,1.100e+04,1.086e+05
158.5,1.600e+04,6.943e+04,9.165e+03,9.460e+04
160.0,1.182e+04,5.265e+04,6.431e+03,7.089e+04
161.5,7.927e+03,3.774e+04,4.142e+03,4.981e+04
163.0,6.936e+03,3.150e+04,3.314e+03,4.175e+04
164.5,5.684e+03,2.761e+04,2.558e+03,3.585e+04
166.1,4.066e+03,2.252e+04,1.838e+03,2.842e+04
167.6,4.171e+03,2.315e+04,1.661e+03,2.898e+04
169.1,3.403e+03,2.416e+04,1.205e+03,2.876e+04
170.6,2.752e+03,2.613e+04,8.946e+02,2.978e+04
172.1,3.389e+03,2.708e+04,7.552e+02,3.122e+04
173.6,5.483e+03,2.567e+04,7.246e+02,3.188e+04
175.1,6.298e+03,2.349e+04,7.430e+02,3.053e+04
176.6,5.143e+03,2.163e+04,5.419e+02,2.731e+04
178.1,6.069e+03,2.058e+04,3.807e+02,2.703e+04
179.6,7.554e+03,1.939e+04,3.997e+02,2.735e+04
181.1,8.526e+03,1.854e+04,4.447e+02,2.751e+04
182.7,9.385e+03,1.903e+04,5.165e+02,2.893e+04
184.2,8.622e+03,1.879e+04,5.399e+02,2.795e+04
185.7,7.140e+03,1.776e+04,5.235e+02,2.542e+04
187.2,7.198e+03,1.553e+04,5.872e+02,2.331e+04
188.7,8.560e+03,1.474e+04,7.352e+02,2.403e+04
190.2,9.156e+03,1.590e+04,8.038e+02,2.586e+04
191.7,9.610e+03,1.514e+04,8.440e+02,2.559e+04
193.2,9.312e+03,1.433e+04,8.390e+02,2.448e+04
194.7,7.728e+03,1.470e+04,7.574e+02,2.318e+04
196.2,6.984e+03,1.357e+04,6.935e+02,2.124e+04
197.8,6.552e+03,1.355e+04,6.928e+02,2.079e+04
199.3,6.388e+03,1.495e+04,6.823e+02,2.202e+04
