freq,psd_x,psd_y,psd_z,psd_xyz
86.0,2.773e+06,3.398e+02,4.777e+04,2.822e+06
87.5,4.196e+06,6.159e+02,8.114e+04,4.277e+06
89.0,6.772e+06,1.607e+03,1.567e+05,6.930e+06
90.5,1.217e+07,4.456e+03,3.416e+05,1.252e+07
92.0,2.318e+07,9.548e+03,7.681e+05,2.395e+07
93.5,3.507e+07,1.443e+04,1.337e+06,3.642e+07
95.0,3.798e+07,1.947e+04,1.656e+06,3.966e+07
96.5,3.363e+07,2.265e+04,1.690e+06,3.535e+07
98.0,2.785e+07,2.304e+04,1.571e+06,2.944e+07
99.5,2.206e+07,2.000e+04,1.331e+06,2.341e+07
101.0,1.712e+07,1.956e+04,1.088e+06,1.823e+07
102.5,1.299e+07,2.018e+04,8.865e+05,1.389e+07
104.1,9.915e+06,1.791e+04,7.452e+05,1.068e+07
105.6,7.865e+06,1.576e+04,6.461e+05,8.527e+06
107.1,6.748e+06,1.490e+04,6.021e+05,7.365e+06
108.6,5.516e+06,1.346e+04,5.327e+05,6.062e+06
110.1,4.548e+06,1.207e+04,4.916e+05,5.051e+06
111.6,3.900e+06,1.097e+04,4.844e+05,4.395e+06
113.1,3.307e+06,1.008e+04,4.811e+05,3.798e+06
114.6,2.781e+06,9.279e+03,4.912e+05,3.282e+06
116.1,2.226e+06,8.343e+03,4.894e+05,2.724e+06
117.6,1.632e+06,6.680e+03,4.605e+05,2.100e+06
119.1,1.206e+06,5.835e+03,4.597e+05,1.672e+06
120.6,9.076e+05,6.453e+03,4.652e+05,1.379e+06
122.1,5.378e+05,7.803e+03,3.397e+05,8.853e+05
123.7,1.445e+05,8.481e+03,1.188e+05,2.718e+05
125.2,2.495e+04,9.610e+03,5.152e+04,8.608e+04
126.7,1.979e+04,1.157e+04,4.694e+04,7.830e+04
128.2,2.127e+04,1.540e+04,4.921e+04,8.588e+04
129.7,2.270e+04,2.059e+04,5.324e+04,9.653e+04
131.2,2.468e+04,2.658e+04,5.711e+04,1.084e+05
132.7,2.539e+04,2.275e+04,4.342e+04,9.156e+04
134.2,2.753e+04,4.792e+03,8.085e+03,4.040e+04
135.7,2.525e+04,9.837e+02,8.929e+02,2.713e+04
137.2,2.760e+04,8.535e+02,7.507e+02,2.920e+04
138.7,2.852e+04,8.554e+02,6.197e+02,2.999e+04
140.2,2.749e+04,1.044e+03,5.434e+02,2.907e+04
141.8,2.834e+04,1.368e+03,5.506e+02,3.026e+04
143.3,2.990e+04,1.810e+03,6.637e+02,3.237e+04
144.8,2.961e+04,2.187e+03,8.509e+02,3.264e+04
146.3,3.326e+04,3.030e+03,1.196e+03,3.748e+04
147.8,3.338e+04,3.966e+03,1.670e+03,3.901e+04
149.3,4.000e+04,6.489e+03,2.823e+03,4.932e+04
150.8,4.330e+04,1.066e+04,4.424e+03,5.838e+04
152.3,4.798e+04,1.790e+04,7.009e+03,7.289e+04
153.8,4.162e+04,2.563e+04,8.911e+03,7.616e+04
155.3,2.845e+04,2.953e+04,8.842e+03,6.682e+04
156.8,1.353e+04,2.717e+04,6.613e+03,4.731e+04
158.3,6.735e+03,2.211e+04,4.391e+03,3.324e+04
159.8,4.566e+03,1.684e+04,2.662e+03,2.407e+04
161.4,4.653e+03,1.346e+04,1.650e+03,1.977e+04
162.9,5.399e+03,1.241e+04,1.093e+03,1.890e+04
164.4,7.205e+03,1.248e+04,8.213e+02,2.050e+04
165.9,9.118e+03,1.246e+04,6.157e+02,2.220e+04
167.4,1.331e+04,1.503e+04,6.866e+02,2.903e+04
168.9,1.554e+04,1.508e+04,9.304e+02,3.155e+04
170.4,1.701e+04,1.372e+04,1.186e+03,3.191e+04
171.9,1.704e+04,1.127e+04,1.539e+03,2.985e+04
173.4,1.426e+04,7.896e+03,1.700e+03,2.386e+04
174.9,9.546e+03,4.422e+03,1.477e+03,1.544e+04
176.4,6.818e+03,2.963e+03,1.433e+03,1.121e+04
177.9,8.798e+03,3.741e+03,1.956e+03,1.449e+04
179.4,1.434e+04,5.524e+03,3.072e+03,2.293e+04
181.0,2.163e+04,7.200e+03,4.495e+03,3.333e+04
182.5,3.247e+04,8.349e+03,6.533e+03,4.736e+04
184.0,6.357e+04,1.398e+04,1.265e+04,9.020e+04
185.5,9.206e+04,1.947e+04,1.995e+04,1.315e+05
187.0,8.556e+04,1.849e+04,2.130e+04,1.254e+05
188.5,6.757e+04,1.490e+04,1.815e+04,1.006e+05
190.0,5.369e+04,9.327e+03,1.361e+04,7.663e+04
191.5,4.669e+04,5.555e+03,1.076e+04,6.300e+04
193.0,4.396e+04,5.395e+03,8.738e+03,5.809e+04
194.5,4.454e+04,5.773e+03,9.237e+03,5.955e+04
196.0,4.308e+04,5.377e+03,8.577e+03,5.703e+04
197.5,3.544e+04,3.789e+03,6.404e+03,4.563e+04
199.1,2.631e+04,2.722e+03,4.195e+03,3.323e+04
