freq,psd_x,psd_y,psd_z,psd_xyz
96.5,2.631e+03,2.876e+06,2.394e+04,2.902e+06
98.0,2.118e+03,2.866e+06,2.880e+04,2.897e+06
99.5,1.410e+03,2.487e+06,3.136e+04,2.520e+06
101.0,7.554e+02,1.987e+06,3.186e+04,2.019e+06
102.5,3.923e+02,1.572e+06,3.255e+04,1.605e+06
104.0,2.295e+02,1.276e+06,3.306e+04,1.309e+06
105.5,1.561e+02,1.056e+06,3.217e+04,1.088e+06
107.0,2.086e+02,8.883e+05,3.040e+04,9.189e+05
108.6,2.988e+02,7.466e+05,2.749e+04,7.744e+05
110.1,3.842e+02,6.602e+05,2.468e+04,6.853e+05
111.6,4.928e+02,6.105e+05,2.269e+04,6.336e+05
113.1,5.786e+02,5.864e+05,2.143e+04,6.084e+05
114.6,6.273e+02,5.874e+05,2.074e+04,6.088e+05
116.1,7.283e+02,5.830e+05,2.041e+04,6.041e+05
117.6,9.586e+02,5.657e+05,2.073e+04,5.874e+05
119.1,1.142e+03,5.587e+05,1.997e+04,5.798e+05
120.6,9.653e+02,5.568e+05,1.604e+04,5.738e+05
122.1,7.369e+02,5.492e+05,1.223e+04,5.621e+05
123.6,6.387e+02,5.359e+05,9.969e+03,5.465e+05
125.1,7.226e+02,5.163e+05,8.309e+03,5.254e+05
126.6,1.146e+03,4.849e+05,7.487e+03,4.935e+05
128.2,2.085e+03,4.634e+05,8.789e+03,4.743e+05
129.7,3.341e+03,4.433e+05,1.123e+04,4.579e+05
131.2,4.891e+03,4.141e+05,1.387e+04,4.329e+05
132.7,3.785e+03,2.382e+05,9.723e+03,2.517e+05
134.2,6.947e+02,3.267e+04,1.535e+03,3.490e+04
135.7,3.357e+02,9.332e+03,4.355e+02,1.010e+04
137.2,4.321e+02,9.192e+03,3.777e+02,1.000e+04
138.7,5.554e+02,8.796e+03,3.726e+02,9.724e+03
140.2,7.160e+02,7.726e+03,3.737e+02,8.816e+03
141.7,9.286e+02,6.925e+03,4.396e+02,8.293e+03
143.2,1.219e+03,6.704e+03,6.032e+02,8.526e+03
144.7,1.553e+03,6.758e+03,7.457e+02,9.057e+03
146.2,2.137e+03,8.047e+03,1.054e+03,1.124e+04
147.8,2.638e+03,9.216e+03,1.350e+03,1.320e+04
149.3,3.805e+03,1.183e+04,2.083e+03,1.772e+04
150.8,5.550e+03,1.624e+04,3.135e+03,2.492e+04
152.3,9.585e+03,2.719e+04,5.451e+03,4.223e+04
153.8,1.536e+04,4.620e+04,8.843e+03,7.041e+04
155.3,2.275e+04,7.536e+04,1.294e+04,1.111e+05
156.8,2.715e+04,9.821e+04,1.497e+04,1.403e+05
158.3,2.303e+04,8.831e+04,1.216e+04,1.235e+05
159.8,1.662e+04,6.866e+04,8.480e+03,9.376e+04
161.3,1.154e+04,5.381e+04,5.741e+03,7.108e+04
162.8,9.144e+03,4.315e+04,4.150e+03,5.644e+04
164.3,7.766e+03,3.739e+04,3.246e+03,4.841e+04
165.8,5.600e+03,3.348e+04,2.267e+03,4.135e+04
167.4,5.583e+03,3.566e+04,1.950e+03,4.319e+04
168.9,4.748e+03,3.429e+04,1.384e+03,4.042e+04
170.4,4.129e+03,3.428e+04,1.043e+03,3.946e+04
171.9,4.285e+03,3.437e+04,9.579e+02,3.961e+04
173.4,5.325e+03,3.213e+04,1.028e+03,3.849e+04
174.9,7.242e+03,2.844e+04,1.193e+03,3.687e+04
176.4,9.640e+03,2.465e+04,1.345e+03,3.564e+04
177.9,1.063e+04,1.948e+04,1.196e+03,3.131e+04
179.4,9.634e+03,1.785e+04,9.474e+02,2.843e+04
180.9,9.171e+03,1.737e+04,8.373e+02,2.738e+04
182.4,1.032e+04,1.737e+04,9.163e+02,2.860e+04
183.9,1.100e+04,1.713e+04,9.585e+02,2.909e+04
185.4,1.112e+04,1.703e+04,9.756e+02,2.912e+04
187.0,1.170e+04,1.613e+04,9.537e+02,2.878e+04
188.5,1.136e+04,1.711e+04,9.342e+02,2.941e+04
190.0,9.678e+03,1.920e+04,8.343e+02,2.971e+04
191.5,8.374e+03,1.956e+04,7.614e+02,2.870e+04
193.0,7.409e+03,1.827e+04,7.357e+02,2.641e+04
194.5,5.903e+03,1.818e+04,6.372e+02,2.472e+04
196.0,5.050e+03,1.771e+04,5.513e+02,2.331e+04
197.5,4.589e+03,1.777e+04,5.020e+02,2.286e+04
199.0,3.617e+03,1.917e+04,4.232e+02,2.321e+04
