freq,psd_x,psd_y,psd_z,psd_xyz
66.0,7.645e+01,2.470e+05,1.048e+02,2.472e+05
67.5,7.038e+01,2.229e+05,9.909e+01,2.231e+05
69.0,7.557e+01,2.205e+05,8.443e+01,2.207e+05
70.5,8.610e+01,2.517e+05,1.081e+02,2.519e+05
72.0,1.030e+02,2.817e+05,1.494e+02,2.819e+05
73.5,1.129e+02,2.536e+05,1.806e+02,2.539e+05
75.0,1.153e+02,2.401e+05,2.341e+02,2.404e+05
76.5,1.350e+02,2.012e+05,2.507e+02,2.016e+05
78.0,1.548e+02,1.644e+05,2.436e+02,1.648e+05
79.5,1.299e+02,1.596e+05,2.266e+02,1.600e+05
81.0,1.205e+02,1.611e+05,1.759e+02,1.614e+05
82.5,1.807e+02,1.691e+05,1.683e+02,1.694e+05
84.0,2.435e+02,1.774e+05,2.281e+02,1.779e+05
85.5,2.709e+02,1.861e+05,2.860e+02,1.866e+05
87.0,3.213e+02,2.225e+05,4.188e+02,2.233e+05
88.5,3.605e+02,2.795e+05,6.548e+02,2.805e+05
90.0,4.189e+02,3.333e+05,1.047e+03,3.348e+05
91.5,5.597e+02,4.873e+05,2.157e+03,4.900e+05
93.0,7.170e+02,8.937e+05,4.194e+03,8.986e+05
94.4,7.225e+02,2.094e+06,7.379e+03,2.103e+06
95.9,4.778e+02,3.931e+06,1.102e+04,3.942e+06
97.4,3.248e+02,4.220e+06,1.221e+04,4.233e+06
98.9,3.007e+02,3.805e+06,1.296e+04,3.818e+06
100.4,3.162e+02,3.279e+06,1.412e+04,3.294e+06
101.9,3.173e+02,2.642e+06,1.468e+04,2.657e+06
103.4,3.943e+02,2.273e+06,1.556e+04,2.289e+06
104.9,4.114e+02,2.086e+06,1.642e+04,2.102e+06
106.4,4.150e+02,1.933e+06,1.749e+04,1.951e+06
107.9,4.499e+02,1.735e+06,1.802e+04,1.753e+06
109.4,4.909e+02,1.487e+06,1.761e+04,1.505e+06
110.9,5.955e+02,1.360e+06,1.891e+04,1.380e+06
112.4,7.195e+02,1.197e+06,1.944e+04,1.217e+06
113.9,8.900e+02,1.042e+06,1.988e+04,1.063e+06
115.4,1.082e+03,9.176e+05,2.132e+04,9.400e+05
116.9,1.117e+03,8.070e+05,2.307e+04,8.312e+05
118.4,1.253e+03,7.305e+05,2.568e+04,7.575e+05
119.9,1.660e+03,6.890e+05,3.105e+04,7.217e+05
121.4,2.120e+03,6.536e+05,3.958e+04,6.953e+05
122.9,2.818e+03,6.167e+05,5.513e+04,6.746e+05
124.4,4.068e+03,5.766e+05,8.575e+04,6.664e+05
125.9,5.540e+03,5.432e+05,1.351e+05,6.839e+05
127.4,5.469e+03,5.404e+05,1.746e+05,7.204e+05
128.9,2.774e+03,5.492e+05,1.438e+05,6.958e+05
130.4,6.377e+02,5.301e+05,7.842e+04,6.092e+05
131.9,3.643e+02,4.344e+05,3.508e+04,4.698e+05
133.4,3.060e+02,1.398e+05,8.432e+03,1.485e+05
134.9,2.324e+02,1.877e+04,1.180e+03,2.018e+04
136.4,2.374e+02,1.592e+04,7.983e+02,1.695e+04
137.9,2.269e+02,1.695e+04,6.124e+02,1.779e+04
139.4,2.324e+02,1.653e+04,4.928e+02,1.726e+04
140.9,2.885e+02,1.490e+04,4.112e+02,1.560e+04
142.4,3.776e+02,1.331e+04,2.962e+02,1.398e+04
143.9,4.494e+02,1.117e+04,1.833e+02,1.180e+04
145.4,4.878e+02,9.162e+03,1.363e+02,9.786e+03
146.9,7.914e+02,7.729e+03,1.061e+02,8.626e+03
148.4,1.494e+03,6.773e+03,1.507e+02,8.418e+03
149.9,2.561e+03,7.332e+03,2.979e+02,1.019e+04
151.4,3.963e+03,9.427e+03,4.960e+02,1.389e+04
152.9,5.724e+03,1.406e+04,7.304e+02,2.052e+04
154.4,7.328e+03,2.187e+04,9.957e+02,3.019e+04
155.9,8.848e+03,3.384e+04,1.381e+03,4.407e+04
157.4,1.036e+04,4.925e+04,1.966e+03,6.158e+04
158.9,1.143e+04,6.358e+04,2.500e+03,7.751e+04
160.4,1.265e+04,7.801e+04,3.103e+03,9.376e+04
161.9,1.336e+04,8.921e+04,3.692e+03,1.063e+05
163.4,1.466e+04,1.035e+05,4.529e+03,1.227e+05
164.9,1.645e+04,1.138e+05,5.270e+03,1.355e+05
166.4,1.743e+04,1.134e+05,5.640e+03,1.365e+05
167.9,1.979e+04,1.139e+05,6.154e+03,1.398e+05
169.4,2.153e+04,1.072e+05,6.264e+03,1.350e+05
170.9,2.598e+04,9.874e+04,6.569e+03,1.313e+05
172.4,3.273e+04,8.684e+04,7.049e+03,1.266e+05
173.9,4.121e+04,7.337e+04,7.244e+03,1.218e+05
175.4,5.585e+04,6.811e+04,7.760e+03,1.317e+05
176.9,6.598e+04,7.282e+04,7.148e+03,1.459e+05
178.4,6.083e+04,8.412e+04,5.083e+03,1.500e+05
179.9,3.959e+04,8.834e+04,2.695e+03,1.306e+05
181.4,2.010e+04,8.070e+04,1.200e+03,1.020e+05
182.9,1.098e+04,7.373e+04,6.837e+02,8.540e+04
184.4,6.145e+03,6.725e+04,4.413e+02,7.384e+04
185.9,3.876e+03,6.171e+04,3.203e+02,6.590e+04
187.4,2.653e+03,5.806e+04,2.804e+02,6.099e+04
188.9,1.971e+03,5.664e+04,2.514e+02,5.886e+04
190.4,1.530e+03,5.642e+04,2.875e+02,5.824e+04
191.9,1.533e+03,5.380e+04,3.747e+02,5.570e+04
193.4,1.512e+03,5.298e+04,3.909e+02,5.489e+04
194.9,1.430e+03,5.180e+04,3.776e+02,5.361e+04
196.4,1.278e+03,5.049e+04,3.514e+02,5.212e+04
197.9,1.217e+03,5.162e+04,3.259e+02,5.316e+04
199.4,1.258e+03,4.816e+04,2.535e+02,4.967e+04
