freq,psd_x,psd_y,psd_z,psd_xyz
71.9,6.574e+04,3.986e+03,9.790e+06,9.859e+06
73.4,7.539e+04,6.034e+03,1.010e+07,1.018e+07
74.9,8.248e+04,6.767e+03,9.653e+06,9.742e+06
76.4,8.873e+04,7.424e+03,9.034e+06,9.130e+06
77.9,9.597e+04,8.042e+03,8.371e+06,8.475e+06
79.4,9.992e+04,8.020e+03,7.517e+06,7.625e+06
80.9,1.022e+05,7.824e+03,6.626e+06,6.736e+06
82.4,1.054e+05,9.119e+03,5.875e+06,5.989e+06
83.9,1.074e+05,1.073e+04,5.071e+06,5.189e+06
85.4,1.077e+05,1.214e+04,4.260e+06,4.380e+06
86.9,1.135e+05,1.399e+04,3.654e+06,3.781e+06
88.3,1.244e+05,1.613e+04,3.190e+06,3.330e+06
89.8,1.316e+05,1.793e+04,2.710e+06,2.860e+06
91.3,1.337e+05,1.876e+04,2.193e+06,2.345e+06
92.8,1.454e+05,2.159e+04,1.792e+06,1.959e+06
94.3,1.656e+05,2.726e+04,1.550e+06,1.743e+06
95.8,1.855e+05,3.343e+04,1.392e+06,1.611e+06
97.3,1.984e+05,3.869e+04,1.293e+06,1.530e+06
98.8,1.912e+05,4.001e+04,1.219e+06,1.451e+06
100.3,1.695e+05,3.758e+04,1.128e+06,1.335e+06
101.8,1.476e+05,3.466e+04,1.037e+06,1.219e+06
103.3,1.233e+05,3.136e+04,1.010e+06,1.165e+06
104.8,1.013e+05,2.821e+04,9.892e+05,1.119e+06
106.3,8.176e+04,2.487e+04,9.269e+05,1.034e+06
107.8,6.496e+04,2.154e+04,8.640e+05,9.505e+05
109.3,5.205e+04,1.859e+04,8.229e+05,8.935e+05
110.8,4.419e+04,1.592e+04,7.800e+05,8.401e+05
112.3,4.066e+04,1.378e+04,7.342e+05,7.886e+05
113.8,4.107e+04,1.296e+04,6.884e+05,7.424e+05
115.3,4.323e+04,1.310e+04,6.228e+05,6.792e+05
116.8,4.699e+04,1.398e+04,5.492e+05,6.102e+05
118.3,5.478e+04,1.627e+04,5.044e+05,5.754e+05
119.8,6.760e+04,1.999e+04,4.654e+05,5.530e+05
121.3,9.038e+04,2.651e+04,4.126e+05,5.295e+05
122.8,1.415e+05,4.449e+04,3.441e+05,5.301e+05
124.3,2.512e+05,9.202e+04,2.649e+05,6.081e+05
125.8,3.596e+05,1.494e+05,2.459e+05,7.549e+05
127.3,3.640e+05,1.652e+05,2.746e+05,8.038e+05
128.8,3.123e+05,1.517e+05,3.167e+05,7.807e+05
130.3,2.573e+05,1.327e+05,3.701e+05,7.601e+05
131.8,2.053e+05,1.166e+05,4.079e+05,7.298e+05
133.3,1.088e+05,6.822e+04,2.739e+05,4.508e+05
134.8,1.801e+04,1.564e+04,6.605e+04,9.970e+04
136.3,1.093e+04,2.051e+04,4.314e+04,7.457e+04
137.8,1.631e+04,4.330e+04,5.169e+04,1.113e+05
139.3,2.245e+04,7.114e+04,5.772e+04,1.513e+05
140.8,2.583e+04,8.910e+04,6.445e+04,1.794e+05
142.3,2.647e+04,9.449e+04,7.177e+04,1.927e+05
143.8,2.340e+04,8.490e+04,7.112e+04,1.794e+05
145.3,1.914e+04,6.633e+04,7.094e+04,1.564e+05
146.7,1.528e+04,4.792e+04,6.834e+04,1.315e+05
148.2,1.277e+04,3.536e+04,6.609e+04,1.142e+05
149.7,1.136e+04,2.862e+04,6.711e+04,1.071e+05
151.2,9.752e+03,2.259e+04,6.554e+04,9.787e+04
152.7,8.496e+03,1.637e+04,6.494e+04,8.981e+04
154.2,7.358e+03,1.176e+04,6.295e+04,8.207e+04
155.7,6.205e+03,8.470e+03,6.040e+04,7.508e+04
157.2,5.667e+03,6.570e+03,6.027e+04,7.251e+04
158.7,5.188e+03,4.810e+03,5.865e+04,6.865e+04
160.2,4.963e+03,3.709e+03,5.733e+04,6.601e+04
161.7,4.510e+03,2.577e+03,5.593e+04,6.301e+04
163.2,4.536e+03,1.879e+03,5.902e+04,6.544e+04
164.7,4.489e+03,1.521e+03,6.046e+04,6.647e+04
166.2,4.324e+03,1.316e+03,6.139e+04,6.703e+04
167.7,4.206e+03,1.109e+03,6.286e+04,6.818e+04
169.2,4.060e+03,9.683e+02,6.324e+04,6.826e+04
170.7,3.916e+03,8.903e+02,6.396e+04,6.876e+04
172.2,4.241e+03,8.680e+02,7.016e+04,7.527e+04
173.7,4.369e+03,1.039e+03,7.115e+04,7.656e+04
175.2,4.574e+03,1.226e+03,7.350e+04,7.930e+04
176.7,4.788e+03,1.355e+03,7.667e+04,8.281e+04
178.2,4.940e+03,1.601e+03,7.788e+04,8.442e+04
179.7,5.185e+03,1.737e+03,8.119e+04,8.811e+04
181.2,5.670e+03,2.036e+03,8.854e+04,9.625e+04
182.7,5.578e+03,2.247e+03,8.754e+04,9.536e+04
184.2,7.852e+03,1.941e+04,1.055e+05,1.327e+05
185.7,3.075e+04,2.248e+05,2.539e+05,5.094e+05
187.2,4.694e+04,4.335e+05,3.766e+05,8.570e+05
188.7,2.100e+04,2.070e+05,2.172e+05,4.452e+05
190.2,9.143e+03,1.721e+04,1.285e+05,1.549e+05
191.7,8.338e+03,5.853e+03,1.196e+05,1.338e+05
193.2,9.128e+03,7.074e+03,1.258e+05,1.420e+05
194.7,9.032e+03,7.769e+03,1.170e+05,1.338e+05
196.2,9.752e+03,8.653e+03,1.165e+05,1.350e+05
197.7,1.088e+04,9.643e+03,1.168e+05,1.373e+05
199.2,1.123e+04,9.493e+03,1.068e+05,1.275e+05
