freq,psd_x,psd_y,psd_z,psd_xyz
72.8,1.185e+04,2.187e+06,1.974e+03,2.201e+06
74.3,1.425e+04,2.499e+06,1.002e+03,2.514e+06
75.8,1.676e+04,2.761e+06,9.936e+02,2.778e+06
77.4,2.257e+04,3.282e+06,3.191e+03,3.308e+06
78.9,2.939e+04,3.863e+06,7.267e+03,3.900e+06
80.4,3.565e+04,4.216e+06,1.311e+04,4.265e+06
81.9,4.274e+04,4.472e+06,2.120e+04,4.536e+06
83.4,4.598e+04,4.282e+06,2.860e+04,4.356e+06
84.9,4.223e+04,3.593e+06,3.249e+04,3.667e+06
86.5,3.938e+04,3.014e+06,3.655e+04,3.090e+06
88.0,4.071e+04,2.577e+06,4.078e+04,2.659e+06
89.5,4.372e+04,2.278e+06,4.540e+04,2.367e+06
91.0,4.230e+04,1.962e+06,4.870e+04,2.053e+06
92.5,4.382e+04,1.774e+06,5.560e+04,1.874e+06
94.1,4.802e+04,1.677e+06,6.462e+04,1.790e+06
95.6,5.073e+04,1.556e+06,7.320e+04,1.680e+06
97.1,5.815e+04,1.564e+06,9.147e+04,1.714e+06
98.6,6.476e+04,1.647e+06,1.247e+05,1.836e+06
100.1,8.169e+04,1.896e+06,1.800e+05,2.158e+06
101.6,1.024e+05,2.217e+06,2.583e+05,2.578e+06
103.2,1.379e+05,2.762e+06,4.090e+05,3.309e+06
104.7,1.966e+05,3.644e+06,7.035e+05,4.544e+06
106.2,2.431e+05,4.414e+06,1.153e+06,5.810e+06
107.7,2.417e+05,4.218e+06,1.608e+06,6.067e+06
109.2,1.533e+05,2.496e+06,1.409e+06,4.058e+06
110.7,5.489e+04,1.084e+06,1.004e+06,2.143e+06
112.3,2.348e+04,5.362e+05,8.367e+05,1.396e+06
113.8,6.440e+04,4.358e+05,7.476e+05,1.248e+06
115.3,2.370e+05,8.791e+05,7.105e+05,1.827e+06
116.8,6.930e+05,2.279e+06,6.900e+05,3.662e+06
118.3,1.416e+06,4.355e+06,5.777e+05,6.349e+06
119.8,2.010e+06,5.512e+06,3.609e+05,7.883e+06
121.4,1.625e+06,3.987e+06,1.678e+05,5.779e+06
122.9,1.139e+06,2.578e+06,8.526e+04,3.803e+06
124.4,8.424e+05,1.965e+06,5.980e+04,2.867e+06
125.9,6.269e+05,1.506e+06,4.761e+04,2.181e+06
127.4,4.820e+05,1.147e+06,4.014e+04,1.669e+06
128.9,3.826e+05,9.389e+05,3.539e+04,1.357e+06
130.5,3.195e+05,8.431e+05,3.305e+04,1.196e+06
132.0,2.484e+05,6.973e+05,2.817e+04,9.739e+05
133.5,8.504e+04,2.656e+05,9.434e+03,3.600e+05
135.0,1.204e+04,5.353e+04,6.500e+02,6.622e+04
136.5,9.686e+03,4.497e+04,3.670e+02,5.502e+04
138.0,9.779e+03,4.419e+04,3.481e+02,5.431e+04
139.6,8.930e+03,3.837e+04,3.307e+02,4.763e+04
141.1,9.273e+03,3.619e+04,3.188e+02,4.578e+04
142.6,9.086e+03,3.428e+04,3.173e+02,4.368e+04
144.1,8.737e+03,3.258e+04,3.075e+02,4.162e+04
145.6,8.563e+03,3.391e+04,3.142e+02,4.279e+04
147.1,7.881e+03,3.146e+04,3.048e+02,3.964e+04
148.7,8.177e+03,3.219e+04,3.188e+02,4.069e+04
150.2,8.111e+03,3.507e+04,3.245e+02,4.350e+04
151.7,7.983e+03,3.421e+04,3.520e+02,4.255e+04
153.2,7.491e+03,3.442e+04,3.710e+02,4.229e+04
154.7,7.752e+03,3.473e+04,3.985e+02,4.288e+04
156.2,8.186e+03,3.534e+04,4.340e+02,4.396e+04
157.8,9.366e+03,3.750e+04,4.693e+02,4.733e+04
159.3,9.521e+03,3.656e+04,4.869e+02,4.657e+04
160.8,9.987e+03,3.429e+04,4.923e+02,4.477e+04
162.3,1.245e+04,3.542e+04,5.490e+02,4.841e+04
163.8,1.593e+04,3.481e+04,6.351e+02,5.138e+04
165.3,1.884e+04,3.303e+04,6.935e+02,5.257e+04
166.9,2.276e+04,3.426e+04,7.633e+02,5.778e+04
168.4,2.838e+04,3.235e+04,8.902e+02,6.163e+04
169.9,3.231e+04,3.213e+04,9.682e+02,6.542e+04
171.4,3.607e+04,3.600e+04,1.005e+03,7.307e+04
172.9,4.183e+04,4.000e+04,1.117e+03,8.295e+04
174.4,4.641e+04,4.545e+04,1.210e+03,9.306e+04
176.0,4.875e+04,5.263e+04,1.231e+03,1.026e+05
177.5,4.966e+04,5.925e+04,1.256e+03,1.102e+05
179.0,4.646e+04,6.368e+04,1.122e+03,1.113e+05
180.5,4.176e+04,7.143e+04,1.016e+03,1.142e+05
182.0,3.725e+04,7.414e+04,8.927e+02,1.123e+05
183.6,3.370e+04,7.566e+04,8.183e+02,1.102e+05
185.1,3.242e+04,8.651e+04,8.659e+02,1.198e+05
186.6,2.902e+04,9.125e+04,8.031e+02,1.211e+05
188.1,2.732e+04,1.027e+05,8.239e+02,1.309e+05
189.6,2.525e+04,1.100e+05,7.855e+02,1.360e+05
191.1,2.337e+04,1.088e+05,7.930e+02,1.329e+05
192.7,2.349e+04,1.240e+05,8.708e+02,1.484e+05
194.2,2.285e+04,1.253e+05,8.719e+02,1.490e+05
195.7,2.383e+04,1.430e+05,9.619e+02,1.678e+05
197.2,2.309e+04,1.484e+05,9.473e+02,1.725e+05
198.7,2.366e+04,1.707e+05,1.082e+03,1.955e+05
