freq,psd_x,psd_y,psd_z,psd_xyz
180.5,8.084e+04,2.579e+04,3.377e+03,1.100e+05
182.0,6.971e+04,2.213e+04,3.216e+03,9.506e+04
183.5,5.723e+04,1.797e+04,2.860e+03,7.806e+04
185.0,4.967e+04,1.555e+04,2.816e+03,6.804e+04
186.5,4.210e+04,1.359e+04,2.683e+03,5.837e+04
188.0,3.625e+04,1.218e+04,2.653e+03,5.109e+04
189.6,3.087e+04,1.080e+04,2.548e+03,4.421e+04
191.1,2.560e+04,9.367e+03,2.367e+03,3.733e+04
192.6,2.409e+04,9.350e+03,2.596e+03,3.603e+04
194.1,2.115e+04,8.276e+03,2.434e+03,3.186e+04
195.6,2.021e+04,8.437e+03,2.615e+03,3.127e+04
197.1,1.801e+04,7.863e+03,2.619e+03,2.849e+04
198.7,1.805e+04,8.268e+03,2.821e+03,2.914e+04
