freq,psd_x,psd_y,psd_z,psd_xyz
106.5,2.988e+07,7.625e+04,1.208e+05,3.008e+07
108.0,2.634e+07,7.023e+04,1.151e+05,2.653e+07
109.5,2.358e+07,6.709e+04,1.127e+05,2.376e+07
111.1,2.091e+07,6.181e+04,1.112e+05,2.109e+07
112.6,1.834e+07,5.966e+04,1.099e+05,1.851e+07
114.1,1.617e+07,5.713e+04,1.100e+05,1.633e+07
115.6,1.415e+07,5.332e+04,1.123e+05,1.432e+07
117.2,1.259e+07,5.291e+04,1.190e+05,1.277e+07
118.7,1.152e+07,5.485e+04,1.299e+05,1.171e+07
120.2,1.058e+07,5.659e+04,1.426e+05,1.078e+07
121.7,9.805e+06,5.937e+04,1.588e+05,1.002e+07
123.2,9.203e+06,6.615e+04,1.878e+05,9.457e+06
124.8,8.679e+06,7.917e+04,2.592e+05,9.017e+06
126.3,8.055e+06,9.045e+04,3.976e+05,8.543e+06
127.8,7.310e+06,9.370e+04,5.362e+05,7.939e+06
129.3,6.711e+06,8.361e+04,5.083e+05,7.303e+06
130.8,6.230e+06,7.182e+04,3.478e+05,6.650e+06
132.4,4.545e+06,4.965e+04,1.687e+05,4.764e+06
133.9,9.406e+05,1.077e+04,2.602e+04,9.774e+05
135.4,8.603e+04,1.842e+03,8.800e+02,8.875e+04
136.9,7.958e+04,1.796e+03,3.417e+02,8.172e+04
138.5,7.432e+04,2.041e+03,2.372e+02,7.659e+04
140.0,7.301e+04,2.187e+03,2.031e+02,7.540e+04
141.5,7.626e+04,1.974e+03,1.657e+02,7.840e+04
143.0,7.441e+04,1.796e+03,1.462e+02,7.636e+04
144.5,7.043e+04,2.350e+03,1.487e+02,7.293e+04
146.1,7.330e+04,2.401e+03,1.352e+02,7.583e+04
147.6,7.612e+04,2.776e+03,1.568e+02,7.905e+04
149.1,7.183e+04,3.241e+03,2.009e+02,7.527e+04
150.6,6.927e+04,3.157e+03,2.273e+02,7.266e+04
152.1,7.528e+04,3.407e+03,2.684e+02,7.896e+04
153.7,7.924e+04,4.127e+03,3.479e+02,8.371e+04
155.2,7.519e+04,4.334e+03,4.008e+02,7.993e+04
156.7,7.404e+04,5.086e+03,4.454e+02,7.957e+04
158.2,8.234e+04,6.289e+03,5.172e+02,8.914e+04
159.8,9.198e+04,7.790e+03,6.746e+02,1.004e+05
161.3,9.070e+04,8.797e+03,7.268e+02,1.002e+05
162.8,8.870e+04,1.033e+04,7.816e+02,9.982e+04
164.3,9.263e+04,1.388e+04,9.778e+02,1.075e+05
165.8,1.037e+05,2.041e+04,1.277e+03,1.254e+05
167.4,1.029e+05,2.450e+04,1.361e+03,1.288e+05
168.9,9.897e+04,2.310e+04,1.275e+03,1.233e+05
170.4,1.030e+05,2.224e+04,1.481e+03,1.267e+05
171.9,9.540e+04,2.552e+04,1.643e+03,1.226e+05
173.4,9.849e+04,2.736e+04,1.753e+03,1.276e+05
175.0,9.988e+04,2.707e+04,1.624e+03,1.286e+05
176.5,1.406e+05,3.024e+04,1.652e+03,1.725e+05
178.0,3.577e+05,4.741e+04,2.325e+03,4.074e+05
179.5,3.842e+05,6.504e+04,1.959e+03,4.512e+05
181.1,2.270e+05,6.377e+04,1.320e+03,2.921e+05
182.6,2.411e+05,6.675e+04,1.118e+03,3.090e+05
184.1,1.793e+05,8.021e+04,1.574e+03,2.611e+05
185.6,1.493e+05,9.361e+04,2.110e+03,2.450e+05
187.1,1.183e+05,6.999e+04,3.020e+03,1.913e+05
188.7,1.029e+05,5.444e+04,3.757e+03,1.611e+05
190.2,1.337e+05,4.635e+04,4.805e+03,1.849e+05
191.7,2.002e+05,4.821e+04,6.461e+03,2.549e+05
193.2,1.723e+05,4.509e+04,6.286e+03,2.237e+05
194.7,7.699e+04,2.808e+04,4.400e+03,1.095e+05
196.3,6.240e+04,1.843e+04,2.996e+03,8.382e+04
197.8,6.605e+04,1.448e+04,2.456e+03,8.298e+04
199.3,7.138e+04,1.087e+04,2.359e+03,8.461e+04
