freq,psd_x,psd_y,psd_z,psd_xyz
156.7,4.782e+03,1.546e+05,2.877e+03,1.622e+05
158.2,5.421e+03,1.833e+05,3.505e+03,1.922e+05
159.8,5.883e+03,2.142e+05,4.437e+03,2.245e+05
161.3,6.643e+03,2.351e+05,5.091e+03,2.468e+05
162.8,7.778e+03,2.518e+05,5.516e+03,2.651e+05
164.3,9.770e+03,2.815e+05,6.107e+03,2.974e+05
165.9,1.377e+04,3.138e+05,6.986e+03,3.346e+05
167.4,2.021e+04,3.274e+05,7.399e+03,3.551e+05
168.9,2.844e+04,3.065e+05,6.891e+03,3.419e+05
170.4,3.199e+04,2.595e+05,5.100e+03,2.966e+05
171.9,3.027e+04,2.143e+05,3.189e+03,2.477e+05
173.5,3.691e+04,2.156e+05,2.815e+03,2.553e+05
175.0,4.617e+04,2.060e+05,2.473e+03,2.546e+05
176.5,5.469e+04,1.921e+05,2.220e+03,2.490e+05
178.0,6.419e+04,1.725e+05,1.913e+03,2.386e+05
179.5,6.524e+04,1.539e+05,1.506e+03,2.206e+05
181.1,5.828e+04,1.455e+05,1.207e+03,2.050e+05
182.6,5.640e+04,1.514e+05,1.274e+03,2.091e+05
184.1,6.239e+04,1.345e+05,1.420e+03,1.983e+05
185.6,6.384e+04,1.245e+05,1.419e+03,1.898e+05
187.2,6.878e+04,1.295e+05,1.027e+03,1.993e+05
188.7,1.000e+05,1.507e+05,7.515e+02,2.514e+05
190.2,9.144e+04,1.644e+05,5.492e+02,2.564e+05
191.7,4.314e+04,1.675e+05,4.055e+02,2.111e+05
193.2,3.115e+04,1.590e+05,3.144e+02,1.904e+05
194.8,3.437e+04,1.444e+05,2.435e+02,1.790e+05
196.3,3.666e+04,1.298e+05,2.319e+02,1.667e+05
197.8,3.542e+04,1.125e+05,2.418e+02,1.482e+05
199.3,3.293e+04,1.108e+05,2.362e+02,1.439e+05
